id_berita;id_kalimat;nama_organisasi;isCorrect;isValid
310;13306;Tidak Ada;1;2
310;13307;Tidak Ada;1;2
310;13308;Tidak Ada;1;2
310;13309;Tidak Ada;1;2
310;13310;Tidak Ada;1;2
211;9148;timnas U-19;1;2
310;13312;Tidak Ada;1;2
15;579;bioskop;1;2
109;4456;Tidak Ada;1;2
211;9149;Tidak Ada;1;2
211;9150;Tidak Ada;1;2
310;13313;Tidak Ada;1;2
109;4457;Tidak Ada;1;2
211;9151;AFF;1;2
15;580;Provinsi Kepulauan Riau;1;2
310;13314;Tidak Ada;1;2
15;580;\(Kepri\);1;2
15;580;Provinsi Kepulauan Riau \(Kepri\);1;2
109;4458;Tidak Ada;1;2
211;9151;AFF U-19;1;2
240;10480;Tidak Ada;1;2
15;580;Indonesia;1;2
310;13315;Tidak Ada;1;2
211;9152;Tidak Ada;1;2
199;8666;Tidak Ada;1;2
310;13316;Tidak Ada;1;2
310;13317;Tidak Ada;1;2
310;13318;Tidak Ada;1;2
211;9153;Suriah U-23;1;2
211;9153;Tidak Ada;1;2
109;4459;Tidak Ada;1;2
310;13319;Tidak Ada;1;2
240;10481;Tidak Ada;1;2
211;9154;timnas U-23 Indonesia;1;2
240;10482;Tidak Ada;1;2
310;13321;Tidak Ada;1;2
211;9155;Timnas U-23;1;2
199;8667;Tidak Ada;1;2
15;581;rumah tangga;1;2
211;9156;timnas U-23;1;2
15;581;Kepri;1;2
15;581;Tidak Ada;1;2
109;4460;Tidak Ada;1;2
310;13323;Tidak Ada;1;2
211;9157;PSSI;1;2
310;13324;Tidak Ada;1;2
211;9158;Tidak Ada;1;2
211;9159;Tidak Ada;1;2
240;10483;Tidak Ada;1;2
310;13325;Tidak Ada;1;2
211;9160;Tidak Ada;1;2
109;4461;Hadassah of Indonesia;1;2
109;4461;Tidak Ada;1;2
310;13326;Tidak Ada;1;2
211;9161;AFC;1;2
211;9162;Tidak Ada;1;2
240;10484;Tidak Ada;1;2
211;9163;Tidak Ada;1;2
211;9164;Tidak Ada;1;2
240;10485;Bawaslu;1;2
310;13327;Tidak Ada;1;2
211;9165;Tidak Ada;1;2
211;9166;Tidak Ada;1;2
211;9167;Tidak Ada;1;2
240;10486;Tidak Ada;1;2
310;13328;Tidak Ada;1;2
15;583;Tidak Ada;1;2
310;13329;Tidak Ada;1;2
211;9168;Timnas Indonesia;1;2
15;587;Badan Pusat Statistik;1;2
15;587;Tidak Ada;1;2
240;10487;Bawaslu;1;2
211;9169;Tidak Ada;1;2
211;9170;Tidak Ada;1;2
310;13330;Tidak Ada;1;2
240;10488;Tidak Ada;1;2
310;13331;Tidak Ada;1;2
15;588;NTT;1;2
211;9171;Tidak Ada;1;2
15;588;Aceh;1;2
15;588;Bali;1;2
15;588;Tidak Ada;1;2
240;10489;Bawaslu;1;2
211;9172;Tidak Ada;1;2
310;13332;Tidak Ada;1;2
211;9173;Tidak Ada;1;2
240;10490;Tidak Ada;1;2
3;92;Honda;1;2
3;92;Tidak Ada;1;2
211;9174;Tidak Ada;1;2
310;13333;Tidak Ada;1;2
240;10491;Tidak Ada;1;2
310;13334;Tidak Ada;1;2
214;9233;Kementerian Keuangan;1;2
240;10492;Tidak Ada;1;2
3;93;Tidak Ada;1;2
310;13335;Tidak Ada;1;2
3;94;Honda Jazz Tuning Contest;1;2
3;94;\(JTC\);1;2
3;94;Honda Jazz Tuning Contest \(JTC\);1;2
3;94;Tidak Ada;1;2
3;95;Honda Brio Tuning Contest;1;2
3;95;\(BTC\);1;2
3;95;Honda Brio Tuning Contest \(BTC\);1;2
3;95;Tidak Ada;1;2
292;12497;Tidak Ada;1;2
3;96;Honda Jazz Brio Tuning Contest;1;2
292;12498;Tidak Ada;1;2
3;96;\(JBTC\);1;2
3;96;Honda Jazz Brio Tuning Contest \(JBTC\);1;2
292;12499;Tidak Ada;1;2
292;12499;Tidak Ada;1;2
292;12500;Tidak Ada;1;2
3;97;Tidak Ada;1;2
23;851;MotoGP;1;2
292;12501;Tidak Ada;1;2
214;9234;Tidak Ada;1;2
3;98;Tidak Ada;1;2
214;9235;Kementerian Keuangan;1;2
292;12502;Tidak Ada;1;2
214;9236;Menteri Keuangan;1;2
214;9237;Tidak Ada;1;2
292;12503;Tidak Ada;1;2
3;99;Tidak Ada;1;2
214;9238;Kontan;1;2
214;9239;Tidak Ada;1;2
292;12504;Tidak Ada;1;2
214;9240;Tidak Ada;1;2
3;100;Tidak Ada;1;2
214;9241;Tidak Ada;1;2
292;12505;Tidak Ada;1;2
214;9242;Tidak Ada;1;2
240;10493;Kemenkominfo;1;2
292;12506;Tidak Ada;1;2
214;9243;Tidak Ada;1;2
292;12507;Tidak Ada;1;2
240;10494;Tidak Ada;1;2
292;12508;Tidak Ada;1;2
3;101;Tidak Ada;1;2
214;9244;Tidak Ada;1;2
240;10495;Tidak Ada;1;2
3;102;komunitas Honda;1;2
292;12509;Tidak Ada;1;2
292;12509;Tidak Ada;1;2
214;9245;Tidak Ada;1;2
214;9246;Tidak Ada;1;2
214;9247;Tidak Ada;1;2
292;12510;Tidak Ada;1;2
214;9248;Tidak Ada;1;2
292;12511;Tidak Ada;1;2
214;9249;Tidak Ada;1;2
292;12512;Tidak Ada;1;2
214;9250;Tidak Ada;1;2
292;12513;Tidak Ada;1;2
292;12513;Tidak Ada;1;2
214;9251;Tidak Ada;1;2
214;9252;Tidak Ada;1;2
292;12514;Tidak Ada;1;2
214;9253;Badan Pertahanan Nasional;1;2
292;12515;Tidak Ada;1;2
214;9254;Tidak Ada;1;2
214;9255;Tidak Ada;1;2
292;12516;Tidak Ada;1;2
214;9256;Tidak Ada;1;2
292;12517;Tidak Ada;1;2
214;9257;Tidak Ada;1;2
214;9258;Center for Indonesia Taxation Analysis \(CITA\);1;2
292;12518;Tidak Ada;1;2
214;9259;Tidak Ada;1;2
292;12519;Tidak Ada;1;2
214;9260;Tidak Ada;1;2
292;12520;Tidak Ada;1;2
292;12521;Tidak Ada;1;2
292;12522;Tidak Ada;1;2
292;12523;Tidak Ada;1;2
292;12524;Tidak Ada;1;2
292;12525;Tidak Ada;1;2
292;12526;Tidak Ada;1;2
292;12527;Tidak Ada;1;2
292;12528;Thrillist;1;2
292;12529;Tidak Ada;1;2
292;12530;Tidak Ada;1;2
292;12531;Tidak Ada;1;2
292;12532;Tidak Ada;1;2
292;12533;Tidak Ada;1;2
267;11612;Tidak Ada;1;2
267;11613;Tidak Ada;1;2
267;11614;Tidak Ada;1;2
267;11615;Tidak Ada;1;2
267;11616;Tidak Ada;1;2
27;1265;Tidak Ada;1;2
240;10496;Tidak Ada;1;2
240;10497;Tidak Ada;1;2
240;10498;Tidak Ada;1;2
240;10499;Tidak Ada;1;2
240;10500;Tidak Ada;1;2
240;10501;Tidak Ada;1;2
240;10502;Tidak Ada;1;2
240;10503;Tidak Ada;1;2
240;10504;ASEAN;1;2
240;10505;Tidak Ada;1;2
240;10506;Tidak Ada;1;2
240;10507;Tidak Ada;1;2
240;10508;Tidak Ada;1;2
240;10509;Tidak Ada;1;2
242;10538;Tidak Ada;1;2
100;4137;ASEAN;1;2
100;4138;ASEAN;1;2
100;4139;Asia Tenggara;1;2
100;4140;Hak Asasi Manusia \(HAM\);1;2
100;4141;Tidak Ada;1;2
100;4142;ASEAN;1;2
100;4142;Asia Tenggara;1;2
100;4143;Tidak Ada;1;2
27;1266;Tidak Ada;1;2
100;4144;Tidak Ada;1;2
100;4145;Hukum;1;2
100;4146;Tidak Ada;1;2
100;4147;Tidak Ada;1;2
100;4148;Tidak Ada;1;2
43;2049;Tidak Ada;1;2
43;2050;Tidak Ada;1;2
214;9261;Tidak Ada;1;2
214;9262;Tidak Ada;1;2
219;9375;Institut Teknologi Sepuluh Nopember \(ITS\);1;2
219;9376;Tidak Ada;1;2
219;9377;Tidak Ada;1;2
219;9378;Tidak Ada;1;2
219;9379;Tidak Ada;1;2
219;9380;Tidak Ada;1;2
219;9381;Kementerian BUMN;1;2
219;9381;Deputi Bidang Usaha Pertambangan, Industri Strateg;1;2
219;9382;Tidak Ada;1;2
219;9383;Kementerian BUMN;1;2
219;9384;Tidak Ada;1;2
219;9385;Deputi Bidang Usaha Pertambangan, Industri Strateg;1;2
219;9386;Tidak Ada;1;2
219;9387;Tidak Ada;1;2
219;9388;Universitas Tarumanegara;1;2
219;9388;DPR;1;2
219;9389;DPR;1;2
219;9390;DPR;1;2
219;9391;UGM;1;2
219;9391;Tidak Ada;1;2
219;9392;Tidak Ada;1;2
219;9393;Tidak Ada;1;2
219;9394;DPR;1;2
219;9395;Tidak Ada;1;2
219;9396;Komisi VI DPR;1;2
219;9397;Tidak Ada;1;2
219;9398;Komisi VI;1;2
219;9399;Tidak Ada;1;2
219;9400;Tidak Ada;1;2
219;9401;DPR;1;2
219;9402;Deputi Bidang Infrastruktur Bisnis Kementerian BUM;1;2
219;9403;Tidak Ada;1;2
219;9404;DPR;1;2
219;9405;DPR;1;2
219;9406;Tidak Ada;1;2
219;9407;Tidak Ada;1;2
219;9408;DPR;1;2
35;1571;Tidak Ada;1;2
35;1572;Tidak Ada;1;2
35;1573;Tidak Ada;1;2
35;1574;Tidak Ada;1;2
22;827;Tidak Ada;1;2
22;828;Tidak Ada;1;2
22;829;Tidak Ada;1;2
22;831;pemprov DKI Jakarta;1;2
22;832;Tidak Ada;1;2
22;833;Tidak Ada;1;2
100;4149;ASEAN;1;2
100;4149;KTT;1;2
100;4150;Tidak Ada;1;2
100;4151;Asia Tenggara;1;2
100;4151;Tidak Ada;1;2
100;4152;Badan Nasional Penempatan dan Perlindungan Tenaga ;1;2
100;4152;Tenaga Kerja Indonesia \(TKI\);1;2
100;4153;Tidak Ada;1;2
100;4154;ASEAN;1;2
100;4155;Tidak Ada;1;2
242;10539;Tidak Ada;1;2
100;4156;Tidak Ada;1;2
242;10540;Tidak Ada;1;2
242;10541;Tidak Ada;1;2
242;10542;Moon Man;1;2
22;834;Tidak Ada;1;2
22;835;Tidak Ada;1;2
107;4367;Tidak Ada;1;2
242;10543;Tidak Ada;1;2
242;10544;Moon Man;1;2
242;10545;Tidak Ada;1;2
107;4368;Tidak Ada;1;2
107;4369;Tidak Ada;1;2
107;4370;Tidak Ada;1;2
242;10546;Tidak Ada;1;2
242;10547;Tidak Ada;1;2
242;10548;Tidak Ada;1;2
107;4371;Tidak Ada;1;2
242;10549;Tidak Ada;1;2
242;10550;Tidak Ada;1;2
242;10551;Tidak Ada;1;2
242;10552;Moon Man;1;2
242;10553;Tidak Ada;1;2
242;10554;Tidak Ada;1;2
107;4372;Tidak Ada;1;2
242;10555;Tidak Ada;1;2
242;10556;Tidak Ada;1;2
107;4373;Tidak Ada;1;2
107;4374;Tidak Ada;1;2
107;4375;Tidak Ada;1;2
107;4376;Tidak Ada;1;2
107;4377;Tidak Ada;1;2
242;10557;Tidak Ada;1;2
107;4378;Tidak Ada;1;2
242;10558;Tidak Ada;1;2
107;4379;Tidak Ada;1;2
107;4380;Tidak Ada;1;2
107;4381;Tidak Ada;1;2
107;4382;Tidak Ada;1;2
22;836;Tidak Ada;1;2
107;4383;Tidak Ada;1;2
107;4384;Tidak Ada;1;2
107;4385;Tidak Ada;1;2
107;4386;Tidak Ada;1;2
107;4387;Tidak Ada;1;2
22;837;Tidak Ada;1;2
107;4388;Tidak Ada;1;2
107;4389;Tidak Ada;1;2
107;4390;Tidak Ada;1;2
107;4391;Tidak Ada;1;2
22;838;Tidak Ada;1;2
107;4392;Tidak Ada;1;2
22;839;Tidak Ada;1;2
107;4393;Tidak Ada;1;2
22;840;Tidak Ada;1;2
107;4394;Tidak Ada;1;2
107;4395;Tidak Ada;1;2
107;4396;Tidak Ada;1;2
107;4397;Tidak Ada;1;2
107;4398;Tidak Ada;1;2
107;4399;Tidak Ada;1;2
107;4400;Tidak Ada;1;2
22;841;Tidak Ada;1;2
107;4401;Tidak Ada;1;2
113;4602;Tidak Ada;1;2
113;4603;Tidak Ada;1;2
31;1443;Tidak Ada;1;2
113;4604;Tidak Ada;1;2
31;1444;PLOS Pathogens;1;2
31;1445;Tidak Ada;1;2
31;1403;Tidak Ada;1;2
31;1404;Tidak Ada;1;2
31;1405;Tidak Ada;1;2
31;1406;Tidak Ada;1;2
31;1407;Tidak Ada;1;2
31;1408;Tidak Ada;1;2
31;1409;Tidak Ada;1;2
113;4605;Tidak Ada;1;2
31;1410;Allure;1;2
31;1410;Tidak Ada;1;2
113;4606;Tidak Ada;1;2
31;1411;Tidak Ada;1;2
31;1412;Tidak Ada;1;2
113;4607;Tidak Ada;1;2
31;1413;Tidak Ada;1;2
31;1414;Tidak Ada;1;2
31;1415;Tidak Ada;1;2
113;4608;Tidak Ada;1;2
113;4609;Tidak Ada;1;2
113;4610;Tidak Ada;1;2
113;4611;Tidak Ada;1;2
113;4612;Tidak Ada;1;2
113;4613;Tidak Ada;1;2
113;4614;Tidak Ada;1;2
113;4615;Tidak Ada;1;2
113;4616;Tidak Ada;1;2
199;8668;UNICEF;1;2
199;8669;Badan Perserikatan Bangsa-Bangsa \(PBB\);1;2
199;8669;Badan Perserikatan Bangsa-Bangsa \(PBB\);1;2
199;8670;Tidak Ada;1;2
199;8671;UNICEF;1;2
199;8672;Pemberdayaan Perempuan dan Perlindungan Anak \(PPP;1;2
199;8673;ASEAN;1;2
199;8674;Tidak Ada;1;2
199;8675;LSM;1;2
199;8676;Tidak Ada;1;2
199;8677;Tidak Ada;1;2
199;8678;Tidak Ada;1;2
199;8679;Kementerian PPPA;1;2
199;8680;Gerakan Stop Perkawinan Anak;1;2
31;1416;Tidak Ada;1;2
31;1417;Tidak Ada;1;2
31;1418;Tidak Ada;1;2
31;1419;American Osteopathic College of Dermatology;1;2
23;864;Tidak Ada;1;2
23;865;Tidak Ada;1;2
23;866;Tidak Ada;1;2
23;867;Ducati;1;2
23;867;Ducati;1;2
23;867;Ducati;1;2
23;868;Yamaha Tech 3;1;2
23;869;Tidak Ada;1;2
23;870;Tidak Ada;1;2
23;871;Tidak Ada;1;2
23;872;Tidak Ada;1;2
23;873;Ducati;1;2
23;874;Tidak Ada;1;2
23;875;Tidak Ada;1;2
23;876;Tidak Ada;1;2
23;877;Tidak Ada;1;2
23;878;Tidak Ada;1;2
23;879;Tidak Ada;1;2
23;880;Ducati;1;2
23;881;Tidak Ada;1;2
23;882;Ducati;1;2
23;883;Tidak Ada;1;2
23;884;Ducati;1;2
23;885;Tidak Ada;1;2
23;886;Tidak Ada;1;2
23;887;Tidak Ada;1;2
23;888;Tidak Ada;1;2
23;889;Movistar Yamaha;1;2
23;890;Tidak Ada;1;2
23;891;Tidak Ada;1;2
23;892;Tidak Ada;1;2
23;893;Tidak Ada;1;2
23;894;Tidak Ada;1;2
23;895;Tidak Ada;1;2
23;896;Tidak Ada;1;2
23;897;Tidak Ada;1;2
23;898;Tidak Ada;1;2
23;899;Tidak Ada;1;2
23;900;Tidak Ada;1;2
23;901;Tidak Ada;1;2
23;902;Tidak Ada;1;2
23;903;Tidak Ada;1;2
23;904;Tidak Ada;1;2
23;905;Tidak Ada;1;2
23;906;Tidak Ada;1;2
23;907;Tidak Ada;1;2
23;908;Tidak Ada;1;2
23;909;Tidak Ada;1;2
23;910;Repsol Honda;1;2
23;910;Marc VDS;1;2
23;910;Leopard Racing;1;2
23;910;Sky Racing Team VR46;1;2
23;910;SIC Racing Team;1;2
23;910;Honda;1;2
31;1420;Tidak Ada;1;2
31;1421;Tidak Ada;1;2
31;1422;Tidak Ada;1;2
242;10559;VOA;1;2
242;10559;Moon Man;1;2
242;10559;Tidak Ada;1;2
242;10560;Tidak Ada;1;2
242;10561;Tidak Ada;1;2
31;1423;Tidak Ada;1;2
31;1424;Tidak Ada;1;2
242;10562;Tidak Ada;1;2
242;10563;Tidak Ada;1;2
242;10564;Tidak Ada;1;2
242;10565;Tidak Ada;1;2
242;10566;Tidak Ada;1;2
306;13154;Tidak Ada;1;2
242;10567;Tidak Ada;1;2
242;10568;Tidak Ada;1;2
242;10569;Tidak Ada;1;2
242;10570;Tidak Ada;1;2
31;1425;Tidak Ada;1;2
31;1426;Clinical and Aesthetic Dermatology;1;2
31;1427;Tidak Ada;1;2
306;13114;American Nuclear Society;1;2
306;13114;Nuclear Technology;1;2
242;10571;Tidak Ada;1;2
242;10572;Tidak Ada;1;2
242;10573;Tidak Ada;1;2
242;10574;Tidak Ada;1;2
242;10575;Tidak Ada;1;2
31;1428;Tidak Ada;1;2
31;1429;Tidak Ada;1;2
242;10576;Tidak Ada;1;2
31;1430;Tidak Ada;1;2
306;13115;Tidak Ada;1;2
242;10577;Tidak Ada;1;2
306;13116;Tidak Ada;1;2
242;10578;Tidak Ada;1;2
242;10579;Tidak Ada;1;2
242;10580;Tidak Ada;1;2
242;10581;Tidak Ada;1;2
242;10582;Tidak Ada;1;2
242;10583;Tidak Ada;1;2
242;10584;Tidak Ada;1;2
242;10585;Tidak Ada;1;2
242;10586;Tidak Ada;1;2
306;13117;Tidak Ada;1;2
242;10587;Tidak Ada;1;2
242;10588;Tidak Ada;1;2
306;13118;Tidak Ada;1;2
306;13119;Tidak Ada;1;2
306;13120;Tidak Ada;1;2
31;1431;Tidak Ada;1;2
31;1432;Tidak Ada;1;2
31;1433;Tidak Ada;1;2
31;1434;Tidak Ada;1;2
31;1435;Tidak Ada;1;2
31;1436;Tidak Ada;1;2
31;1437;Tidak Ada;1;2
31;1438;Tidak Ada;1;2
31;1439;Tidak Ada;1;2
31;1440;Tidak Ada;1;2
31;1441;Tidak Ada;1;2
31;1442;Tidak Ada;1;2
24;911;Bhayangkara;1;2
24;912;The Guardian;1;2
335;14390;Tidak Ada;1;2
24;913;Bhayangkara FC;1;2
24;914;Persija;1;2
24;915;Tidak Ada;1;2
24;916;Tidak Ada;1;2
24;917;Bhayangkara;1;2
24;918;Tidak Ada;1;2
24;919;Bhayangkara;1;2
24;920;Bhayangkara;1;2
24;921;Persija;1;2
24;922;Tidak Ada;1;2
24;923;Tidak Ada;1;2
24;924;Bhayangkara;1;2
24;925;Madura United;1;2
24;926;Tidak Ada;1;2
24;927;Bhayangkara;1;2
24;927;PSSI;1;2
199;8687;Tidak Ada;1;2
199;8688;Tidak Ada;1;2
199;8689;Tidak Ada;1;2
199;8690;Tidak Ada;1;2
335;14391;BlackBerry;1;2
199;8691;Tidak Ada;1;2
199;8692;Kementerian PPPA;1;2
199;8693;Tidak Ada;1;2
199;8694;Tidak Ada;1;2
335;14392;Tidak Ada;1;2
199;8695;Tidak Ada;1;2
199;8696;Tidak Ada;1;2
335;14393;Tidak Ada;1;2
335;14394;Tidak Ada;1;2
199;8697;Tidak Ada;1;2
335;14395;Sony;1;2
199;8698;PPPA;1;2
199;8698;Tidak Ada;1;2
199;8699;Tidak Ada;1;2
335;14396;Tidak Ada;1;2
199;8700;Tidak Ada;1;2
335;14398;BB Merah Putih;1;2
199;8701;Tidak Ada;1;2
199;8702;Tidak Ada;1;2
199;8703;Koalisi Perempuan Indonesia \(KPI\);1;2
199;8704;KPI;1;2
199;8705;Tidak Ada;1;2
199;8706;Tidak Ada;1;2
199;8707;Tidak Ada;1;2
335;14399;Tidak Ada;1;2
199;8708;Tidak Ada;1;2
199;8709;Tidak Ada;1;2
335;14400;Tidak Ada;1;2
199;8710;Tidak Ada;1;2
199;8711;Tidak Ada;1;2
335;14358;Tidak Ada;1;2
199;8712;Tidak Ada;1;2
335;14359;Tidak Ada;1;2
199;8713;Tidak Ada;1;2
335;14360;Tidak Ada;1;2
335;14361;Tidak Ada;1;2
207;9007;Tidak Ada;1;2
207;9008;Tidak Ada;1;2
207;9009;Aliansi Kebangsaan untuk Kebebasan Beragama dan Be;1;2
207;9009;AKKBB;1;2
207;9009;Front Pembela Islam;1;2
207;9009;FPI;1;2
207;9010;Tidak Ada;1;2
207;9011;Ahmadiyah;1;2
207;9012;Ahmadiyah;1;2
207;9013;Tidak Ada;1;2
335;14362;Tidak Ada;1;2
335;14363;Tidak Ada;1;2
199;8714;Tidak Ada;1;2
199;8715;Tidak Ada;1;2
199;8716;Tidak Ada;1;2
335;14364;Tidak Ada;1;2
199;8717;Tidak Ada;1;2
199;8718;Tidak Ada;1;2
199;8719;Tidak Ada;1;2
335;14365;Tidak Ada;1;2
199;8720;Tidak Ada;1;2
199;8721;Tidak Ada;1;2
335;14366;Tidak Ada;1;2
199;8722;Tidak Ada;1;2
199;8723;Kementerian PPPA;1;2
199;8724;Puspaga;1;2
335;14367;Tidak Ada;1;2
199;8725;Tidak Ada;1;2
199;8726;Tidak Ada;1;2
335;14368;Tidak Ada;1;2
199;8727;Tidak Ada;1;2
335;14369;Tidak Ada;1;2
335;14370;Tidak Ada;1;2
335;14371;Tidak Ada;1;2
215;9293;Tidak Ada;1;2
215;9263;Tidak Ada;1;2
335;14372;Tidak Ada;1;2
43;2051;Tidak Ada;1;2
215;9264;Komisi Pemberantasan Korupsi \(KPK\);1;2
335;14373;Tidak Ada;1;2
215;9265;KPK;1;2
35;1575;Tidak Ada;1;2
306;13121;Tidak Ada;1;2
306;13122;Tidak Ada;1;2
27;1267;Tidak Ada;1;2
27;1268;Tidak Ada;1;2
27;1269;Tidak Ada;1;2
335;14374;Tidak Ada;1;2
335;14375;Tidak Ada;1;2
335;14376;Tidak Ada;1;2
335;14377;pasar;1;2
335;14378;Tidak Ada;1;2
335;14379;Tidak Ada;1;2
335;14380;Tidak Ada;1;2
335;14381;Tidak Ada;1;2
335;14384;Tidak Ada;1;2
335;14385;Tidak Ada;1;2
335;14386;Tidak Ada;1;2
335;14387;Tidak Ada;1;2
335;14388;Tidak Ada;1;2
335;14389;Tidak Ada;1;2
335;14401;Tidak Ada;1;2
370;15882;Tidak Ada;1;2
335;14402;Tidak Ada;1;2
370;15883;Tidak Ada;1;2
335;14403;Tidak Ada;1;2
359;15391;Tidak Ada;1;2
359;15392;Tidak Ada;1;2
359;15393;Tidak Ada;1;2
359;15394;Tidak Ada;1;2
359;15395;BPS;1;2
359;15396;Tidak Ada;1;2
199;8681;Tidak Ada;1;2
199;8681;Tidak Ada;1;2
199;8682;Kementerian PPPA;1;2
199;8683;Tidak Ada;1;2
199;8684;Tidak Ada;1;2
370;15884;Tidak Ada;1;2
199;8685;Tidak Ada;1;2
199;8686;Sosial Ekonomi Nasional \(Susenas\);1;2
