id_money;id_berita;id_kalimat;money;isValid
1;15;590;Tidak Ada;1
2;15;579;Tidak Ada;1
3;15;580;Tidak Ada;1
4;15;581;Rp20.927;1
5;15;583;Rp17.218;1
6;15;583;Rp15.650;1
7;15;583;Rp15.311;1
8;15;587;Rp353;1
9;15;588;Rp627;1
10;15;588;Rp1.249;1
11;15;590;murah,;0
12;3;92;Tidak Ada;1
13;3;93;Tidak Ada;1
14;3;94;Tidak Ada;1
15;15;579;Tidak Ada;1
16;3;95;Tidak Ada;1
17;3;96;Tidak Ada;1
18;3;97;Tidak Ada;1
19;15;590;Tidak Ada;1
20;15;579;Tidak Ada;1
21;15;580;Tidak Ada;1
22;15;581;Rp20.927;1
23;15;583;Rp17.218;1
24;15;583;Rp15.650;1
25;15;583;Rp15.311;1
26;15;587;Rp353;1
27;15;588;Rp627;1
28;15;588;Rp1.249;1
29;3;92;Tidak Ada;1
30;3;93;Tidak Ada;1
31;3;94;Tidak Ada;1
32;3;95;Tidak Ada;1
33;3;96;Tidak Ada;1
34;3;97;Tidak Ada;1
35;23;851;Tidak Ada;1
36;3;98;Tidak Ada;1
37;3;99;Tidak Ada;1
38;3;100;Tidak Ada;1
39;3;101;Tidak Ada;2
40;3;102;Tidak Ada;1
41;3;103;Tidak Ada;1
42;3;104;Tidak Ada;1
43;3;105;Tidak Ada;1
44;15;590;Tidak Ada;1
45;3;106;Tidak Ada;1
46;15;579;Tidak Ada;1
47;15;580;Tidak Ada;1
48;15;581;Rp20.927;1
49;3;107;Tidak Ada;1
50;3;108;Tidak Ada;1
51;15;583;Rp17.218;1
52;15;583;Rp15.650;1
53;15;583;Rp15.311;1
54;3;109;Rp50 juta;1
55;15;587;Rp353;1
56;3;110;Tidak Ada;1
57;15;588;Rp627;1
58;15;588;Rp1.249;1
59;15;588;Tidak Ada;0
60;3;111;Tidak Ada;1
61;3;92;Tidak Ada;1
62;3;112;Tidak Ada;1
63;3;113;Tidak Ada;1
64;3;114;Tidak Ada;1
65;3;115;Tidak Ada;2
66;3;116;Tidak Ada;1
67;3;117;Tidak Ada;1
68;3;118;Tidak Ada;1
69;109;4445;Tidak Ada;1
70;109;4446;Tidak Ada;1
71;109;4447;Tidak Ada;1
72;21;777;Tidak Ada;1
73;21;778;Tidak Ada;1
74;21;779;Tidak Ada;1
75;21;780;Tidak Ada;1
76;21;781;Tidak Ada;1
77;21;782;Tidak Ada;1
78;21;783;Tidak Ada;1
79;21;784;Tidak Ada;1
80;21;785;Tidak Ada;1
81;21;786;Tidak Ada;1
82;21;787;Tidak Ada;1
83;21;788;Tidak Ada;1
84;21;789;Tidak Ada;1
85;21;790;Tidak Ada;1
86;21;791;Tidak Ada;1
87;21;792;Tidak Ada;1
88;21;793;Tidak Ada;1
89;21;794;Tidak Ada;1
90;21;795;Tidak Ada;1
91;21;796;Tidak Ada;1
92;21;797;Tidak Ada;1
93;21;798;Tidak Ada;1
94;21;799;Tidak Ada;1
95;21;800;Tidak Ada;1
96;21;801;Tidak Ada;1
97;21;802;Tidak Ada;1
98;23;852;Tidak Ada;1
99;23;853;Tidak Ada;1
100;23;854;Tidak Ada;1
101;23;855;Tidak Ada;1
102;23;856;Tidak Ada;1
103;23;857;Tidak Ada;1
104;23;858;Tidak Ada;1
105;23;859;Tidak Ada;1
106;23;860;Tidak Ada;1
107;109;4445;Tidak Ada;1
108;109;4446;Tidak Ada;1
109;109;4447;Tidak Ada;1
110;109;4448;Tidak Ada;1
111;109;4449;Tidak Ada;1
112;109;4450;Tidak Ada;1
113;23;861;Tidak Ada;1
114;109;4451;Tidak Ada;1
115;109;4452;Tidak Ada;1
116;109;4453;Tidak Ada;1
117;23;862;Tidak Ada;1
118;23;863;Tidak Ada;1
119;23;864;Tidak Ada;1
120;23;865;Tidak Ada;1
121;23;866;Tidak Ada;1
122;23;867;Tidak Ada;1
123;23;868;Tidak Ada;1
124;23;869;Tidak Ada;1
125;35;1566;Tidak Ada;1
126;35;1567;Tidak Ada;1
127;35;1568;Tidak Ada;1
128;35;1569;Tidak Ada;1
129;197;8572;Tidak Ada;1
130;22;842;Tidak Ada;1
131;22;843;Tidak Ada;1
132;22;844;Tidak Ada;1
133;22;845;Tidak Ada;1
134;22;846;Tidak Ada;1
135;23;870;Tidak Ada;1
136;197;8572;Tidak Ada;1
137;197;8573;Tidak Ada;1
138;197;8574;Tidak Ada;1
139;23;871;Tidak Ada;1
140;23;872;Tidak Ada;1
141;197;8575;Tidak Ada;1
142;197;8578;Tidak Ada;1
143;197;8579;Tidak Ada;1
144;197;8580;Tidak Ada;1
145;197;8581;Tidak Ada;1
146;22;847;Tidak Ada;1
147;23;873;Tidak Ada;1
148;22;848;Tidak Ada;1
149;22;849;Tidak Ada;1
150;100;4134;Tidak Ada;1
151;23;874;Tidak Ada;1
152;22;850;Tidak Ada;1
153;199;8666;Tidak Ada;1
154;199;8667;Tidak Ada;1
155;199;8668;Tidak Ada;1
156;199;8669;Tidak Ada;1
157;199;8670;Tidak Ada;1
158;199;8671;Tidak Ada;1
159;199;8672;Tidak Ada;1
160;199;8673;Tidak Ada;1
161;199;8674;Tidak Ada;1
162;199;8675;Tidak Ada;1
163;199;8676;Tidak Ada;1
164;199;8677;Tidak Ada;1
165;22;810;Tidak Ada;1
166;199;8678;Tidak Ada;1
167;199;8679;Tidak Ada;1
168;199;8680;Tidak Ada;1
169;199;8681;Tidak Ada;1
170;199;8682;Tidak Ada;1
171;199;8683;Tidak Ada;1
172;199;8684;Tidak Ada;1
173;199;8685;Tidak Ada;1
174;199;8686;Tidak Ada;1
175;199;8687;Tidak Ada;1
176;199;8688;Tidak Ada;1
177;199;8689;Tidak Ada;1
178;199;8690;Tidak Ada;1
179;199;8691;Tidak Ada;1
180;199;8692;Tidak Ada;1
181;199;8693;Tidak Ada;1
182;199;8694;Tidak Ada;1
183;199;8695;Tidak Ada;1
184;22;811;Tidak Ada;1
185;199;8696;Tidak Ada;1
186;22;812;Tidak Ada;1
187;22;813;Tidak Ada;1
188;199;8697;Tidak Ada;1
189;199;8698;Tidak Ada;2
190;22;814;Tidak Ada;1
191;199;8699;Tidak Ada;2
192;199;8700;Tidak Ada;2
193;199;8701;Tidak Ada;2
194;199;8702;Tidak Ada;2
195;199;8703;Tidak Ada;2
196;199;8704;Tidak Ada;2
197;22;815;Tidak Ada;2
198;199;8705;Tidak Ada;2
199;199;8706;Tidak Ada;2
200;199;8707;Tidak Ada;2
201;199;8708;Tidak Ada;2
202;199;8709;Tidak Ada;2
203;199;8710;Tidak Ada;2
204;199;8711;Tidak Ada;2
205;199;8712;Tidak Ada;2
206;199;8713;Tidak Ada;2
207;22;816;Tidak Ada;2
208;199;8714;Tidak Ada;2
209;22;817;Tidak Ada;2
210;199;8715;Tidak Ada;2
211;199;8716;Tidak Ada;2
212;199;8717;Tidak Ada;2
213;199;8718;Tidak Ada;2
214;199;8719;Tidak Ada;2
215;199;8720;Tidak Ada;2
216;199;8721;Tidak Ada;2
217;199;8722;Tidak Ada;2
218;199;8723;Tidak Ada;2
219;199;8724;Tidak Ada;2
220;199;8725;Tidak Ada;2
221;199;8726;Tidak Ada;2
222;199;8727;Tidak Ada;2
223;215;9293;Tidak Ada;2
224;22;818;Tidak Ada;2
225;22;819;Tidak Ada;2
226;199;8666;Tidak Ada;2
227;199;8667;Tidak Ada;2
228;199;8668;Tidak Ada;2
229;199;8669;Tidak Ada;2
230;215;9263;Tidak Ada;2
231;199;8670;Tidak Ada;2
232;199;8670;Tidak Ada;2
233;215;9264;Tidak Ada;2
234;199;8671;Tidak Ada;2
235;199;8672;Tidak Ada;2
236;199;8673;Tidak Ada;2
237;199;8674;Tidak Ada;2
238;199;8675;Tidak Ada;2
239;215;9265;Tidak Ada;2
240;199;8676;Tidak Ada;2
241;215;9266;Tidak Ada;2
242;215;9267;Tidak Ada;2
243;199;8677;Tidak Ada;2
244;199;8678;Tidak Ada;2
245;215;9268;Tidak Ada;2
246;215;9269;Tidak Ada;2
247;215;9270;Tidak Ada;2
248;199;8679;Tidak Ada;2
249;215;9271;Tidak Ada;2
250;215;9272;Tidak Ada;2
251;199;8680;Tidak Ada;2
252;215;9273;Tidak Ada;2
253;199;8681;Tidak Ada;2
254;215;9274;Tidak Ada;2
255;199;8682;Tidak Ada;2
256;215;9275;Tidak Ada;2
257;21;803;Tidak Ada;2
258;21;804;Tidak Ada;2
259;21;805;Tidak Ada;2
260;21;806;Tidak Ada;2
261;21;807;Tidak Ada;2
262;21;808;Tidak Ada;2
263;21;809;Tidak Ada;2
264;179;7695;Tidak Ada;2
265;179;7696;Tidak Ada;2
266;179;7697;Tidak Ada;2
267;179;7698;Tidak Ada;2
268;179;7699;Tidak Ada;2
269;179;7700;Tidak Ada;2
270;179;7701;Tidak Ada;2
271;179;7702;Tidak Ada;2
272;179;7703;Tidak Ada;2
273;179;7704;Tidak Ada;2
274;179;7705;Tidak Ada;2
275;179;7706;Tidak Ada;2
276;215;9276;Tidak Ada;2
277;179;7707;Tidak Ada;2
278;179;7708;Tidak Ada;2
279;215;9277;Tidak Ada;2
280;215;9278;Tidak Ada;2
281;215;9280;Tidak Ada;2
282;179;7709;Tidak Ada;2
283;179;7710;Tidak Ada;2
284;179;7711;Tidak Ada;2
285;179;7712;Tidak Ada;2
286;179;7713;Tidak Ada;2
287;179;7714;Tidak Ada;2
288;179;7715;Tidak Ada;2
289;179;7716;Tidak Ada;2
290;179;7717;Tidak Ada;2
291;179;7718;Tidak Ada;2
292;179;7719;Tidak Ada;2
293;179;7720;Tidak Ada;2
294;3;98;Tidak Ada;2
295;3;99;Tidak Ada;2
296;179;7721;Tidak Ada;2
297;179;7722;Tidak Ada;2
298;179;7723;Tidak Ada;2
299;179;7724;Tidak Ada;2
300;179;7725;Tidak Ada;2
301;179;7726;Tidak Ada;2
302;179;7727;Tidak Ada;2
303;179;7728;Tidak Ada;2
304;179;7729;Tidak Ada;2
305;179;7730;Tidak Ada;2
306;179;7731;Tidak Ada;2
307;179;7732;Tidak Ada;2
308;179;7733;Tidak Ada;2
309;179;7734;Tidak Ada;2
310;179;7735;Tidak Ada;2
311;179;7736;Tidak Ada;2
312;179;7737;Tidak Ada;2
313;179;7738;Tidak Ada;2
314;179;7739;Tidak Ada;2
315;179;7740;Tidak Ada;2
316;197;8582;Tidak Ada;2
317;197;8583;Tidak Ada;2
318;197;8584;Tidak Ada;2
319;197;8585;Tidak Ada;2
320;197;8586;Tidak Ada;2
321;197;8587;Tidak Ada;2
322;197;8588;Tidak Ada;2
323;197;8589;Tidak Ada;2
324;100;4135;Tidak Ada;2
325;197;8590;Tidak Ada;2
326;197;8591;Tidak Ada;2
327;197;8592;Tidak Ada;2
328;197;8593;Tidak Ada;2
329;22;820;Tidak Ada;2
330;197;8594;Tidak Ada;2
331;22;821;Tidak Ada;2
332;197;8595;Tidak Ada;2
333;197;8596;Rp5 ribu;2
334;197;8596;Rp50 ribu;2
335;197;8597;Tidak Ada;2
336;197;8598;Tidak Ada;2
337;197;8599;Tidak Ada;2
338;197;8600;Tidak Ada;2
339;197;8601;Tidak Ada;2
340;197;8602;Tidak Ada;2
341;197;8603;Tidak Ada;2
342;197;8604;Tidak Ada;2
343;197;8605;Tidak Ada;2
344;197;8606;Tidak Ada;2
345;197;8607;Tidak Ada;2
346;206;8948;Tidak Ada;2
347;206;8949;Tidak Ada;2
348;206;8950;Tidak Ada;2
349;206;8951;Tidak Ada;2
350;206;8952;Tidak Ada;2
351;195;8538;Tidak Ada;2
352;206;8953;Tidak Ada;2
353;206;8957;Tidak Ada;2
354;22;823;Tidak Ada;2
355;195;8539;Tidak Ada;2
356;195;8540;Tidak Ada;2
357;206;8958;Tidak Ada;2
358;206;8959;Tidak Ada;2
359;206;8960;Tidak Ada;2
360;206;8961;Tidak Ada;2
361;195;8541;Tidak Ada;2
362;206;8962;Tidak Ada;2
363;195;8506;Tidak Ada;2
364;195;8507;Tidak Ada;2
365;206;8963;Tidak Ada;2
366;195;8508;Tidak Ada;2
367;195;8509;Tidak Ada;2
368;195;8510;Tidak Ada;2
369;195;8511;Tidak Ada;2
370;206;8964;Tidak Ada;2
371;206;8965;Tidak Ada;2
372;195;8512;Tidak Ada;2
373;30;1362;Tidak Ada;2
374;195;8513;Tidak Ada;2
375;195;8514;Tidak Ada;2
376;206;8966;Tidak Ada;2
377;30;1363;Tidak Ada;2
378;195;8515;Tidak Ada;2
379;30;1364;Tidak Ada;2
380;206;8967;Tidak Ada;2
381;30;1365;Tidak Ada;2
382;206;8968;Tidak Ada;2
383;195;8516;Tidak Ada;2
384;195;8517;Tidak Ada;2
385;30;1366;Tidak Ada;2
386;195;8518;Tidak Ada;2
387;22;824;Tidak Ada;2
388;195;8519;Tidak Ada;2
389;30;1367;Tidak Ada;2
390;206;8969;Tidak Ada;2
391;195;8520;Tidak Ada;2
392;30;1368;Tidak Ada;2
393;195;8521;Tidak Ada;2
394;206;8970;Tidak Ada;2
395;30;1369;Tidak Ada;2
396;195;8522;Tidak Ada;2
397;206;8971;Tidak Ada;2
398;195;8523;Tidak Ada;2
399;206;8972;Tidak Ada;2
400;206;8973;Tidak Ada;2
401;22;825;Tidak Ada;2
402;195;8524;Tidak Ada;2
403;30;1370;Tidak Ada;2
404;195;8525;Tidak Ada;2
405;30;1371;Tidak Ada;2
406;195;8526;Tidak Ada;2
407;206;8974;Tidak Ada;2
408;195;8527;Tidak Ada;2
409;195;8529;Tidak Ada;2
410;195;8531;Tidak Ada;2
411;195;8532;Tidak Ada;2
412;30;1372;Tidak Ada;2
413;195;8533;Tidak Ada;2
414;206;8975;Tidak Ada;2
415;195;8534;Tidak Ada;2
416;195;8535;Tidak Ada;2
417;30;1373;Tidak Ada;2
418;30;1374;Tidak Ada;2
419;206;8976;Tidak Ada;2
420;195;8536;Tidak Ada;2
421;195;8537;Tidak Ada;2
422;206;8977;Tidak Ada;2
423;188;8169;Tidak Ada;2
424;30;1375;Tidak Ada;2
425;188;8170;Tidak Ada;2
426;30;1376;Tidak Ada;2
427;188;8171;Tidak Ada;2
428;30;1377;Tidak Ada;2
429;206;8978;Rp5.;2
430;30;1378;Tidak Ada;2
431;188;8172;Tidak Ada;2
432;206;8979;Tidak Ada;2
433;30;1379;Tidak Ada;2
434;188;8173;Tidak Ada;2
435;188;8149;Tidak Ada;2
436;30;1380;Tidak Ada;2
437;206;8980;Tidak Ada;2
438;30;1381;Tidak Ada;2
439;30;1382;Tidak Ada;2
440;206;8981;Tidak Ada;2
441;206;8982;Tidak Ada;2
442;30;1383;Tidak Ada;2
443;100;4136;Tidak Ada;2
444;30;1384;Tidak Ada;2
445;206;8983;Tidak Ada;2
446;30;1385;Tidak Ada;2
447;188;8150;Tidak Ada;2
448;30;1386;Tidak Ada;2
449;206;8984;Tidak Ada;2
450;206;8985;Tidak Ada;2
451;30;1387;Tidak Ada;2
452;206;8986;Tidak Ada;2
453;188;8151;Tidak Ada;2
454;188;8152;Tidak Ada;2
455;217;9323;Tidak Ada;2
456;30;1388;Tidak Ada;2
457;188;8153;Tidak Ada;2
458;22;826;Tidak Ada;2
459;30;1389;Tidak Ada;2
460;217;9324;Tidak Ada;2
461;188;8154;Tidak Ada;2
462;188;8155;Tidak Ada;2
463;217;9325;Tidak Ada;2
464;30;1390;Tidak Ada;2
465;30;1391;Tidak Ada;2
466;217;9326;Tidak Ada;2
467;188;8156;Tidak Ada;2
468;217;9327;Tidak Ada;2
469;188;8157;Tidak Ada;2
470;217;9328;Tidak Ada;2
471;30;1392;Tidak Ada;2
472;188;8158;Tidak Ada;2
473;217;9330;Tidak Ada;2
474;188;8159;Tidak Ada;2
475;188;8160;Tidak Ada;2
476;30;1393;Tidak Ada;2
477;188;8161;Tidak Ada;2
478;188;8162;Tidak Ada;2
479;188;8163;Tidak Ada;2
480;188;8164;Tidak Ada;2
481;188;8165;Tidak Ada;2
482;188;8166;Tidak Ada;2
483;188;8167;Tidak Ada;2
484;188;8168;Tidak Ada;2
485;30;1394;Tidak Ada;2
486;30;1395;Tidak Ada;2
487;210;9099;Tidak Ada;2
488;210;9108;Tidak Ada;2
489;210;9079;Tidak Ada;2
490;210;9080;Tidak Ada;2
491;30;1396;Tidak Ada;2
492;210;9081;Tidak Ada;2
493;210;9082;Tidak Ada;2
494;30;1397;Tidak Ada;2
495;210;9083;Tidak Ada;2
496;30;1398;Tidak Ada;2
497;30;1399;Tidak Ada;2
498;210;9084;Tidak Ada;2
499;210;9085;Tidak Ada;2
500;210;9086;Tidak Ada;2
501;30;1400;Tidak Ada;2
502;30;1401;Tidak Ada;2
503;210;9087;Tidak Ada;2
504;30;1402;Tidak Ada;2
505;45;2090;Tidak Ada;2
506;45;2091;Tidak Ada;2
507;45;2092;Tidak Ada;2
508;45;2094;Tidak Ada;2
509;45;2095;Tidak Ada;2
510;45;2096;Tidak Ada;2
511;45;2097;Tidak Ada;2
512;45;2098;Tidak Ada;2
513;45;2099;Tidak Ada;2
514;215;9281;Tidak Ada;2
515;215;9282;Tidak Ada;2
516;215;9283;Tidak Ada;2
517;215;9284;Tidak Ada;2
518;215;9285;Tidak Ada;2
519;215;9286;Tidak Ada;2
520;215;9287;Tidak Ada;2
521;215;9288;Tidak Ada;2
522;215;9290;Tidak Ada;2
523;215;9291;Tidak Ada;2
524;211;9109;Tidak Ada;2
525;211;9110;Tidak Ada;2
526;211;9111;Tidak Ada;2
527;211;9112;Tidak Ada;2
528;211;9113;Tidak Ada;2
529;211;9114;Tidak Ada;2
530;211;9115;Tidak Ada;2
531;211;9116;Tidak Ada;2
532;211;9117;Tidak Ada;2
533;211;9118;Tidak Ada;2
534;211;9119;Tidak Ada;2
535;211;9120;Tidak Ada;2
536;211;9121;Tidak Ada;2
537;211;9122;Tidak Ada;2
538;211;9123;Tidak Ada;2
539;211;9124;Tidak Ada;2
540;211;9125;Tidak Ada;2
541;211;9126;Tidak Ada;2
542;211;9127;Tidak Ada;2
543;211;9128;Tidak Ada;2
544;211;9129;Tidak Ada;2
545;211;9130;Tidak Ada;2
546;211;9131;Tidak Ada;2
547;211;9132;Tidak Ada;2
548;211;9133;Tidak Ada;2
549;211;9134;Tidak Ada;2
550;211;9135;Tidak Ada;2
551;211;9136;Tidak Ada;2
552;211;9137;Tidak Ada;2
553;211;9138;Tidak Ada;2
554;211;9139;Tidak Ada;2
555;211;9140;Tidak Ada;2
556;211;9141;Tidak Ada;2
557;211;9142;Tidak Ada;2
558;211;9143;Tidak Ada;2
559;211;9144;Tidak Ada;2
560;211;9145;Tidak Ada;2
561;211;9146;Tidak Ada;2
562;211;9147;Tidak Ada;2
563;285;12272;Tidak Ada;2
564;285;12273;Tidak Ada;2
565;285;12274;Tidak Ada;2
566;285;12277;Tidak Ada;2
567;285;12278;Tidak Ada;2
568;285;12279;Tidak Ada;2
569;285;12280;Tidak Ada;2
570;23;851;Tidak Ada;2
571;23;852;Tidak Ada;2
572;23;853;Tidak Ada;2
573;23;854;Tidak Ada;2
574;23;855;Tidak Ada;2
575;285;12255;Tidak Ada;2
576;23;856;Tidak Ada;2
577;199;8683;Tidak Ada;2
578;285;12256;Tidak Ada;2
579;285;12257;Tidak Ada;2
580;199;8684;Tidak Ada;2
581;23;857;Tidak Ada;2
582;23;858;Tidak Ada;2
583;285;12258;Tidak Ada;2
584;199;8685;Tidak Ada;2
585;23;859;Tidak Ada;2
586;285;12259;Tidak Ada;2
587;23;860;Tidak Ada;2
588;109;4454;Tidak Ada;2
589;199;8686;Tidak Ada;2
590;109;4455;Tidak Ada;2
591;285;12260;Tidak Ada;2
592;23;861;Tidak Ada;2
593;23;862;Tidak Ada;2
594;23;863;Tidak Ada;2
595;285;12261;Tidak Ada;2
596;285;12262;Tidak Ada;2
597;285;12263;Tidak Ada;2
598;285;12264;Tidak Ada;2
599;285;12265;Tidak Ada;2
600;285;12266;Tidak Ada;2
601;285;12267;Tidak Ada;2
602;285;12268;Tidak Ada;2
603;285;12269;Tidak Ada;2
604;285;12270;Tidak Ada;2
605;285;12271;Tidak Ada;2
606;310;13336;Tidak Ada;2
607;310;13299;Tidak Ada;2
608;310;13300;Tidak Ada;2
609;310;13301;Tidak Ada;2
610;310;13302;Tidak Ada;2
611;310;13303;Tidak Ada;2
612;310;13304;Tidak Ada;2
613;310;13305;Tidak Ada;2
614;310;13306;Tidak Ada;2
615;310;13307;Tidak Ada;2
616;310;13308;Tidak Ada;2
617;310;13309;Tidak Ada;2
618;310;13310;Tidak Ada;2
619;211;9148;Tidak Ada;2
620;310;13312;Tidak Ada;2
621;310;13312;Tidak Ada;2
622;211;9149;Tidak Ada;2
623;109;4456;Tidak Ada;2
624;211;9150;Tidak Ada;2
625;240;10479;Tidak Ada;2
626;310;13313;Tidak Ada;2
627;109;4457;Tidak Ada;2
628;15;579;Tidak Ada;2
629;35;1570;Tidak Ada;2
630;310;13314;Tidak Ada;2
631;310;13314;Tidak Ada;2
632;211;9151;Tidak Ada;2
633;240;10480;Tidak Ada;2
634;310;13315;Tidak Ada;2
635;310;13316;Tidak Ada;2
636;211;9152;Tidak Ada;2
637;240;10481;Tidak Ada;2
638;310;13317;Tidak Ada;2
639;199;8666;Tidak Ada;2
640;310;13318;Tidak Ada;2
641;109;4458;Tidak Ada;2
642;211;9153;Tidak Ada;2
643;310;13319;Tidak Ada;2
644;15;580;Tidak Ada;2
645;109;4459;Tidak Ada;2
646;211;9154;Tidak Ada;2
647;310;13321;Tidak Ada;2
648;211;9155;Tidak Ada;2
649;240;10482;Tidak Ada;2
650;310;13323;Tidak Ada;2
651;211;9156;Tidak Ada;2
652;199;8667;Tidak Ada;2
653;211;9157;Tidak Ada;2
654;211;9158;Tidak Ada;2
655;15;581;Rp20.927;2
656;15;581;Tidak Ada;2
657;310;13324;Tidak Ada;2
658;310;13324;Tidak Ada;2
659;109;4460;Tidak Ada;2
660;211;9159;Tidak Ada;2
661;211;9160;Tidak Ada;2
662;240;10483;Tidak Ada;2
663;310;13325;Tidak Ada;2
664;211;9161;Tidak Ada;2
